# {"t_start": 1561891424.835368, "env_id": "citycopter-v0"} 
r,l,t
-5.0,8,3.079068
-5.0,6,3.727968
-3.0,19,5.690754
-5.0,7,6.464339
-5.0,6,7.03474
-5.0,9,7.774581
-4.0,14,9.231847
-5.0,6,9.798212
-5.0,7,10.439139
-3.0,23,12.76389
-4.0,13,13.912818
-4.0,17,15.388415
2.0,50,19.422148
0.0,43,23.291946
-4.0,13,24.517803
-5.0,8,25.382814
-4.0,13,26.634515
-5.0,6,27.274748
-5.0,8,27.974411
-5.0,9,28.857196
-4.0,12,30.001077
-4.0,13,31.344088
-1.0,34,34.139876
-2.0,32,36.922351
1.0,49,41.086331
0.0,48,45.085188
-4.0,17,46.624821
-4.0,17,48.248852
-4.0,17,49.803974
2.0,52,54.5781
-3.0,22,56.629128
-1.0,35,59.902437
-5.0,8,60.718195
-5.0,10,61.717055
-3.0,22,63.844748
-5.0,7,64.542991
-4.0,12,65.700436
-4.0,14,66.987697
-3.0,20,68.829728
-2.0,29,71.26796
-3.0,24,73.289687
-1.0,38,76.503471
-4.0,17,77.996616
-1.0,36,81.024426
-1.0,34,83.880307
-4.0,16,85.220947
-4.0,13,86.264221
-4.0,18,87.758348
-4.0,16,89.145319
0.0,46,93.076562
0.0,44,96.815345
-3.0,26,99.110976
-1.0,37,102.03811
2.0,53,106.436711
-4.0,17,107.940171
-4.0,12,109.067174
-4.0,16,110.56575
-3.0,19,112.430415
-5.0,7,113.169295
-4.0,12,114.270381
0.0,46,118.190031
-2.0,31,120.837896
-4.0,17,122.200589
-2.0,32,124.999804
0.0,45,128.743544
-1.0,39,131.933193
0.0,43,135.425173
-4.0,13,136.464389
-3.0,20,138.335301
-5.0,11,139.516764
1.0,50,144.124227
-2.0,29,146.598057
-2.0,27,149.142442
2.0,55,153.82471
-2.0,29,156.368954
-5.0,11,157.313014
-4.0,17,158.684807
3.0,57,163.45455
-4.0,16,165.279411
0.0,44,169.745772
0.0,46,174.219785
0.0,48,178.511075
-1.0,38,182.041154
1.0,49,186.252589
-2.0,29,188.857335
-1.0,35,191.824275
-1.0,40,195.216284
-1.0,37,198.274191
-4.0,16,199.523342
-5.0,7,200.09599
-3.0,20,201.743919
8.0,95,209.61779
-1.0,35,212.596602
-4.0,17,214.097128
0.0,42,217.730399
-4.0,17,219.26821
-3.0,23,221.236551
-4.0,16,222.72591
-2.0,28,225.390305
-5.0,10,226.451012
-4.0,18,228.242551
-4.0,12,229.353836
-3.0,26,231.554322
-1.0,36,234.732116
-4.0,17,236.212232
-5.0,6,236.809252
-4.0,18,238.494785
-4.0,14,239.669166
3.0,61,245.02838
-3.0,23,247.003573
-5.0,7,247.577539
-2.0,31,250.277918
-3.0,25,252.392629
-2.0,27,254.637016
-1.0,35,257.609103
-3.0,19,259.279679
-1.0,34,262.148212
0.0,47,266.24912
2.0,53,270.673981
-5.0,7,271.236502
-5.0,9,272.022921
-3.0,23,274.121787
-4.0,17,275.660853
-2.0,33,278.531739
-2.0,32,281.283626
-4.0,16,282.695286
-2.0,29,285.029212
-3.0,24,287.085431
-2.0,31,289.69699
-3.0,25,291.90383
0.0,47,295.766798
0.0,43,299.328324
-3.0,19,300.918944
-3.0,22,302.839526
-1.0,36,306.006373
-1.0,38,309.31673
-3.0,23,311.279889
-4.0,16,312.694018
-4.0,17,314.285997
-4.0,14,315.690471
-3.0,20,317.733325
-4.0,12,318.936477
-5.0,10,319.919971
-5.0,8,320.74503
-3.0,20,322.637671
-5.0,6,323.239461
-4.0,12,324.47433
-4.0,14,325.790578
-2.0,31,328.598915
-4.0,17,330.068754
-4.0,17,331.586827
-3.0,19,333.376292
-5.0,7,333.976226
-2.0,31,336.554545
-5.0,9,337.304643
5.0,76,343.576043
-4.0,14,344.837586
-3.0,22,347.002608
-5.0,7,347.636531
0.0,42,351.497419
-1.0,40,355.102792
-5.0,8,355.789821
3.0,59,360.666213
-1.0,35,363.648014
-3.0,19,365.280989
-5.0,6,365.827535
7.0,87,374.123085
-3.0,26,376.570469
2.0,55,381.48703
-2.0,33,384.393398
-3.0,23,386.387403
-3.0,24,388.487609
-2.0,31,391.136353
-4.0,18,392.813164
-5.0,11,393.825952
2.0,53,398.337544
1.0,50,402.658167
-1.0,38,406.29234
2.0,53,410.912462
-1.0,38,414.04405
-2.0,30,416.663312
-1.0,37,419.852409
-1.0,38,423.048476
0.0,46,427.000411
0.0,44,430.67189
-3.0,21,432.441246
-4.0,16,433.776285
-3.0,25,435.874668
-5.0,10,436.717054
-3.0,23,438.63075
-3.0,22,440.346703
-3.0,22,442.138167
-1.0,41,445.652835
-5.0,11,446.633935
-5.0,5,447.111884
-1.0,40,450.504951
-2.0,31,453.225017
-2.0,30,455.835667
5.0,73,461.837567
-2.0,31,464.436373
-1.0,40,467.707619
0.0,43,471.418267
0.0,42,474.865968
5.0,76,481.516658
-2.0,28,483.947037
-2.0,27,486.429304
2.0,55,491.238857
-1.0,36,494.370511
-4.0,14,495.525178
-1.0,38,498.893038
-3.0,22,500.715819
-4.0,14,502.051647
-4.0,13,503.199017
-5.0,11,504.24976
-4.0,16,505.646188
3.0,59,510.631799
-2.0,29,513.242466
-3.0,25,515.367002
-1.0,37,518.388742
-3.0,20,520.034291
-4.0,18,521.496863
-4.0,15,522.744623
-4.0,13,523.936434
-3.0,25,526.284867
-1.0,37,529.650548
-3.0,24,531.719804
-4.0,17,533.189279
-3.0,20,535.006493
-4.0,16,536.423648
0.0,46,540.461798
-2.0,27,542.848732
-3.0,22,544.79359
-3.0,25,546.947298
-4.0,18,548.482733
-3.0,26,550.689486
-1.0,41,554.36259
6.0,84,561.529982
-2.0,28,563.968468
-3.0,23,566.175414
-1.0,40,569.493239
-3.0,19,571.114969
10.0,108,580.463289
-4.0,14,581.69714
-3.0,25,583.932298
-3.0,22,585.900826
8.0,97,594.268523
-1.0,36,597.23691
-3.0,25,599.304748
-3.0,22,601.146617
-3.0,20,602.846263
-3.0,26,605.213969
-3.0,26,607.523477
0.0,46,611.519134
0.0,45,615.493865
-2.0,30,617.954865
-2.0,31,620.525682
2.0,55,624.997871
-4.0,17,626.440191
13.0,125,637.012782
-3.0,21,638.792863
0.0,46,642.573207
11.0,109,652.183082
-1.0,37,655.324821
-2.0,29,657.78953
-3.0,23,659.850973
-1.0,40,663.343699
2.0,55,668.085132
6.0,83,675.003831
-3.0,22,677.137491
0.0,46,681.228662
-3.0,20,683.018732
0.0,48,687.276886
-4.0,16,688.672134
-4.0,16,690.192355
-2.0,28,692.70139
0.0,43,696.715453
2.0,53,701.52879
-2.0,31,704.129774
-5.0,11,705.246824
-1.0,38,708.603355
-3.0,26,710.721615
-4.0,13,711.900089
-5.0,10,712.745947
-2.0,28,715.220347
-4.0,14,716.370814
-3.0,20,718.165467
-2.0,28,720.443138
0.0,46,724.41032
0.0,45,728.255797
-3.0,21,729.975481
-3.0,22,731.837398
0.0,47,735.914725
-3.0,26,738.127369
-2.0,32,740.839475
-3.0,24,743.021009
2.0,51,747.516075
-4.0,14,748.761111
-3.0,21,750.573265
-1.0,35,753.6402
1.0,51,758.302508
-1.0,36,761.525416
-2.0,30,764.108436
-3.0,25,766.210216
-3.0,23,768.132443
1.0,51,772.440493
2.0,55,776.858107
2.0,53,781.48016
-2.0,31,784.250123
-3.0,26,786.635385
-3.0,23,788.644154
-1.0,34,791.518377
3.0,57,796.41666
-1.0,37,799.405976
13.0,131,810.405048
-4.0,16,811.865258
-1.0,38,815.196911
-4.0,17,816.654504
2.0,53,821.167408
0.0,46,825.066784
4.0,71,831.058372
0.0,46,835.019513
0.0,44,838.676022
-2.0,31,841.112266
0.0,46,845.092599
0.0,43,848.676868
-3.0,20,850.556916
-1.0,41,854.04916
-2.0,28,856.369178
-2.0,32,859.039865
-3.0,26,861.187775
-1.0,39,864.372562
3.0,61,869.713785
-4.0,13,871.008296
-5.0,8,871.79988
-5.0,8,872.618452
-5.0,11,873.60438
-5.0,10,874.586087
6.0,84,882.236883
-4.0,16,883.680354
-1.0,35,886.672647
-4.0,16,888.054163
-2.0,33,890.801397
-3.0,21,892.533731
0.0,48,896.762891
-2.0,27,899.088977
0.0,45,902.92412
-2.0,29,905.517146
-1.0,36,908.572983
-3.0,21,910.375264
-3.0,23,912.33496
-3.0,23,914.346901
0.0,46,918.141772
-1.0,38,921.429543
0.0,46,925.356913
-3.0,26,927.500394
-1.0,35,930.333041
0.0,43,933.927945
-3.0,23,936.006986
1.0,50,940.394907
-2.0,30,942.999909
-1.0,41,946.389218
8.0,95,954.614094
-2.0,29,957.177307
-1.0,40,960.694025
-3.0,26,962.941872
-1.0,35,965.928418
-1.0,35,968.942496
-3.0,23,970.88415
-2.0,29,973.321329
5.0,74,979.57532
-3.0,24,981.61566
-3.0,22,983.351594
-3.0,23,985.351658
0.0,43,989.066586
2.0,54,993.644197
-3.0,26,995.89699
6.0,86,1003.110439
0.0,45,1006.906543
7.0,89,1014.325523
-2.0,28,1016.591589
-2.0,28,1018.872186
0.0,43,1022.376386
2.0,55,1026.953547
0.0,47,1030.751365
-3.0,23,1032.709631
-3.0,26,1034.833427
0.0,45,1038.586754
-2.0,28,1040.943803
-1.0,35,1044.154101
-3.0,24,1046.284808
-3.0,24,1048.424786
2.0,53,1052.784676
-1.0,38,1055.9038
-2.0,32,1058.534996
-2.0,29,1060.988393
3.0,58,1065.791218
6.0,80,1072.850114
-3.0,21,1074.614453
1.0,50,1078.777185
0.0,46,1082.476205
-2.0,31,1085.033788
-2.0,30,1087.511268
